epoch,acc,iou,loss,lr,precision,recall,val_acc,val_iou,val_loss,val_precision,val_recall
12,0.9637956023216248,0.3395238518714905,0.15678074955940247,1e-05,0.9000666737556458,0.7158723473548889,0.9449490308761597,0.2423507273197174,0.1933416873216629,0.7703636288642883,0.5454233884811401
13,0.9648212790489197,0.34485745429992676,0.15438751876354218,1e-05,0.9007494449615479,0.7277621626853943,0.9463701248168945,0.249336838722229,0.19060605764389038,0.7724310159683228,0.5667310953140259
14,0.9657204151153564,0.349504679441452,0.1522362232208252,1e-05,0.9020112752914429,0.7374089956283569,0.9470490217208862,0.25370320677757263,0.18883463740348816,0.7720755934715271,0.5790594816207886
15,0.9665415287017822,0.3537757992744446,0.15023858845233917,1e-05,0.9034314751625061,0.7459074258804321,0.9474507570266724,0.2566024661064148,0.18758708238601685,0.7719913125038147,0.5861772894859314
16,0.9673458337783813,0.3578700125217438,0.14832976460456848,1e-05,0.905087947845459,0.7539204955101013,0.9476068019866943,0.25901755690574646,0.18677650392055511,0.7701306343078613,0.5917104482650757
17,0.968124508857727,0.3617889881134033,0.1464894413948059,1e-05,0.9071539044380188,0.7611401677131653,0.9476045966148376,0.2603539228439331,0.18630990386009216,0.7687005400657654,0.5937918424606323
18,0.968869149684906,0.365612268447876,0.14471043646335602,1e-05,0.909163773059845,0.7679804563522339,0.947475016117096,0.26171329617500305,0.1861105114221573,0.7658072113990784,0.5960587859153748
19,0.9696004390716553,0.3693796694278717,0.14297400414943695,1e-05,0.9112787842750549,0.7744844555854797,0.9474577307701111,0.2630142271518707,0.1857151836156845,0.7645619511604309,0.5976719260215759
20,0.9703009128570557,0.3730437457561493,0.14128631353378296,1e-05,0.913466215133667,0.7805147171020508,0.9473599195480347,0.2644115090370178,0.18547798693180084,0.7618462443351746,0.6002843976020813
21,0.9709724187850952,0.3766704499721527,0.13963796198368073,1e-05,0.9155299663543701,0.786321222782135,0.9472075700759888,0.26485204696655273,0.1852886974811554,0.761165201663971,0.5987654328346252
22,0.971598207950592,0.38023102283477783,0.13803207874298096,1e-05,0.9173980951309204,0.7918102145195007,0.9470565319061279,0.26559531688690186,0.18508949875831604,0.7597081661224365,0.5984456539154053
23,0.9721955060958862,0.38370266556739807,0.1364726424217224,1e-05,0.9192323684692383,0.7969754934310913,0.9469514489173889,0.2667873501777649,0.18486054241657257,0.7576892971992493,0.5998818278312683
24,0.9727602601051331,0.3871074616909027,0.13495081663131714,1e-05,0.9209477305412292,0.8018532395362854,0.9467753171920776,0.2676909863948822,0.18480239808559418,0.755470335483551,0.6005213260650635
25,0.9733078479766846,0.3904765844345093,0.1334502249956131,1e-05,0.9226735234260559,0.8064963817596436,0.9464236497879028,0.26884037256240845,0.1850011795759201,0.7506206631660461,0.6025170683860779
26,0.9738375544548035,0.3937610983848572,0.13199308514595032,1e-05,0.9243618845939636,0.8109996914863586,0.9461247324943542,0.27002546191215515,0.18511927127838135,0.7463633418083191,0.6044185757637024
27,0.9743662476539612,0.3969959318637848,0.13054819405078888,1e-05,0.9261415004730225,0.8153497576713562,0.9459906220436096,0.27102193236351013,0.18507631123065948,0.7443467378616333,0.6056119799613953
28,0.9750473499298096,0.40016645193099976,0.1289713978767395,1e-06,0.9289859533309937,0.8202613592147827,0.946066677570343,0.2752332389354706,0.18499210476875305,0.7368369102478027,0.6211894750595093
29,0.9752330780029297,0.4011324346065521,0.12856562435626984,1e-06,0.9291231036186218,0.8223280310630798,0.9459728598594666,0.27640500664711,0.18514025211334229,0.7337069511413574,0.6253693699836731
30,0.9753101468086243,0.4015653431415558,0.12837059795856476,1e-06,0.9294218420982361,0.822947084903717,0.945945143699646,0.2768893837928772,0.18514283001422882,0.73280268907547,0.6266113519668579
31,0.9753707051277161,0.4019481837749481,0.12820391356945038,1e-06,0.9296415448188782,0.8234341144561768,0.9459631443023682,0.27712273597717285,0.18507111072540283,0.7328222393989563,0.6268854737281799
32,0.975499153137207,0.4025349020957947,0.12796607613563538,1e-07,0.9296622276306152,0.8249366879463196,0.9458572864532471,0.27749061584472656,0.1852686107158661,0.7309058308601379,0.6286956071853638
33,0.9755116701126099,0.4025496542453766,0.12794756889343262,1e-07,0.9298533797264099,0.8248752355575562,0.9457970261573792,0.27767398953437805,0.18537595868110657,0.7299131155014038,0.6295464038848877
34,0.9755210280418396,0.40257030725479126,0.1279298961162567,1e-07,0.9299847483634949,0.8248417377471924,0.9457632303237915,0.27776414155960083,0.1854313611984253,0.7293914556503296,0.6299461126327515
